title,description,short_description,category,stock,price,regular_price,sales_price,weight,length,width,height,sku,picture,tags,tax_status,tax_class
Hilmy the Hippo Learns About Death,"Hilmy seeks an answer to the question - What happens to us when we die? Hilmy's search for the answer takes him to the forest where the wise terrapin lives. In this touching tale, Hilmy learns that we belong to God and there comes a time when we must return to Him. Includes 12 colour illustrations.",,Books->Children->Contemporary Fiction,10,2.95,2.95,2.95,0.11,,,,9.78086E+12,9780860374602.jpg,Hardback|Rae Norridge|2005|24|The Islamic Foundation|5+,non-taxable,zero-rate
Hilmy The Hippo Learns About Vanity,"Sometimes some of us think too much about our appearance. In this new adventure, Hilmy finds himself in the forest where he sees his reflection for the first time. Giant, the wise elephant, is on hand to teach Hilmy the truth about being vain. Includes 12 colour illustrations",,Books->Economics,10,1.95,1.95,1.95,0.06,,,,9.78086E+12,9780860373988.jpg,Hardback|Rae Norridge|2004|24|The Islamic Foundation|3+,non-taxable,zero-rate
Hilmy The Hippo Learns Not To Lie,"In this enchanting tale, Hilmy sets out to make some new friends, but soon learns a valuable lesson. It is not wise to try and impress others through lies. When Hilmy's lies are put to the test he learns that friends like you for who you are and not for what you can do. Includes 12 colour illustrations.",,Books->General,10,4.95,4.95,4.95,0.2,,,,9.78086E+12,9780860373445.jpg,Hardback|Rae Norridge|2004|24|The Islamic Foundation|3+,non-taxable,zero-rate
Hilmy The Hippo Learns To Be Grateful,"In this charming story, Hilmy, the Hippo, learns to be grateful&hellip;the hard way! This excellent book explores appreciating what we have and illustrates to the reader that the grass is not always greener on the other side.",,Books->Children->Islamic Beliefs,10,3.95,3.95,3.95,0.22,,,,9.78086E+12,9780860373964.jpg,Hardback|Rae Norridge|2002|24|The Islamic Foundation|3+,non-taxable,zero-rate
Hilmy The Hippo Learns to Share,"Hilmy the Hippo Learns to share. It is an honour when we are asked to share. But sometimes, like Hilmy the Hippo, we do not wish to share. In this exciting tale, Hilmy sets out on a new adventure and he learns the joy of sharing. The story takes us across the African savannah where we learn that sharing our good fortune is a privilege and a duty. ",,Books->Children->Fiction - Read Aloud,10,3.95,3.95,3.95,0.27,,,,9.78086E+12,9780860375852.jpg,Hardback|Rae Norridge|2007|29|The Islamic Foundation|5+,non-taxable,zero-rate
Shades of Islam: Poems For a New Century,"Shades of Islam is a dazzling and moving collection of poetry that addresses faith, love, politics and Islam in the twenty-first century. Reviews - ""I find [the poems] deeply moving and beautifully felt and written with simplicity and a profundity that is wholly disarming."" - Harold Schweizer, Professor of English, Bucknell University.  ""The poems of Rafey Habib offer a window onto the sensibility of a modern American Muslim, with unlinching honesty and richly informed compassion. The great humanistic tradition of poetry known in Arabic and other Eastern languages here finds a contemporary English voice, which will be recognized like a lost friend who has unaccountably been rediscovered."" - Carl W. Ernst, William R. Kenan, Junior, Distinguished Professor of Religious Studies, UNC-Chapel Hill.",,Books->General,10,19.95,19.95,19.95,0.57,,,,9.78185E+12,9781847740212.jpg,Paperback|Rafey Habib|2010|108|Kube Publishing ,non-taxable,zero-rate
Ali and the Spider,Ali learns to overcome his fear of spiders when he learns how a humble spider helped to save the life of the beloved Prophet Muhammad (Pbuh).,,Books->Economics,10,13.95,13.95,13.95,0.35,,,,9.78086E+12,9780860373254.jpg,Hardback|Rawaa El-Magazy|2000|18|The Islamic Foundation|5+,non-taxable,zero-rate
Maryam and the Trees,Maryam and Abdullah learn from their mother about the benefits of the trees which are alive and important for the welfare of our environment. Discover all other benefits of trees and nature. Share the excitement which Maryam and Abdullah experience in planting and growing their first seed. Includes 19 colour illustrations,,Books->Economics,10,19.95,19.95,19.95,0.46,,,,9.78086E+12,9780860373209.jpg,Hardback|Rawaa El-Magazy|2000|22|The Islamic Foundation|5+,non-taxable,zero-rate
Allah Gave Me a Nose To Smell,"A wonderful account of the sense of smell given to us by Allah, which can be explored endlessly with young children through everyday smells and fragrances, encouraging us to give thanks to our Creator. Includes 14 colour illustrations",,Books->General,10,8.95,8.95,8.95,0.28,,,,9.78086E+12,9780860373339.jpg,Hardback|Rizwana Qamaruddin|2003|32|The Islamic Foundation|3+,non-taxable,zero-rate
Islam in Victorian Britain:The Life & Times of Abdullah Quilliam,"This is the first full biography of Abdullah  Quilliam (1856-1932), the most significant Muslim personality in  nineteenth century Britain. Uniquely ennobled as the sheikh of Islam of  the British Isles by the Ottoman caliph, Sultan Abdul Hamid II in 1893,  Quilliam, as a charismatic preacher, created a remarkable community of  Muslims in Victorian Liverpool, which included a substantial number of  converts. Ron Geaves - is Professor of the Compartive Study of Religion at Liverpool Hope University and has contributed substanially to the study of British Islam, religion in South Asia and fieldwork in religious studies. Ron Geaves is to be congratulated for having produced a rigorous and fascinating biography of the ""quintessential Englishman"", who became a Muslim in late Victorian imperial Britain. Geaves's book is undeniably topical in the light of present-day anxieties concerning the loyalty, identity and citizenship of British Muslims - Professor Humayun Ansari, University of London and author of 'The infidel Within: Muslims in Britain since 1800.",,Books->History,10,24.99,24.99,24.99,0.8,,,,9.78185E+12,9781847740106.jpg,Paperback|Ron Geaves|2010|208|Kube Publishing ,non-taxable,zero-rate
Islam in Victorian Britain:The Life & Times of Abdullah Quilliam,"This is the first full biography of Abdullah  Quilliam (1856-1932), the most significant Muslim personality in  nineteenth century Britain. Uniquely ennobled as the sheikh of Islam of  the British Isles by the Ottoman caliph, Sultan Abdul Hamid II in 1893,  Quilliam, as a charismatic preacher, created a remarkable community of  Muslims in Victorian Liverpool, which included a substantial number of  converts. Ron Geaves - is Professor of the Compartive Study of Religion at Liverpool Hope University and has contributed substanially to the study of British Islam, religion in South Asia and fieldwork in religious studies. Ron Geaves is to be congratulated for having produced a rigorous and fascinating biography of the ""quintessential Englishman"", who became a Muslim in late Victorian imperial Britain. Geaves's book is undeniably topical in the light of present-day anxieties concerning the loyalty, identity and citizenship of British Muslims - Professor Humayun Ansari, University of London and author of 'The infidel Within: Muslims in Britain since 1800.",,Books->Economics,10,12.95,12.95,12.95,0.23,,,,9.78185E+12,9781847740038.jpg,Hardback|Ron Geaves|2009|208|Kube Publishing ,non-taxable,zero-rate
What Every Christian Should Know About Islam,"Of many books on Islam, few seek to allay the misperceptions about Islam and Muslims among Christians. Apart from filling this gap, the present work brings into sharper relief the common background of three major world faiths; Judaism, Christianity and Islam.",,Books->The Quran,10,10.99,10.99,10.99,0.37,,,,9.78086E+12,9780860373759.jpg,Paperback|Ruqaiyah Waris Maqsood|2009|166|The Islamic Foundation,non-taxable,zero-rate
Wandering Lonely in a Crowd. Reflections on the Muslim Condition,"Wandering Lonely in a Crowd: Reflections on the Muslim Condition in the West is a timely collection of essays, articles, lectures and short stories that have been written during the Bush years, a time of political uncertainty for British Muslims after 2001. They cover the themes of integration, community cohesion, terrorism, radicalisation, cultural difference, multiculturalism, identity politics and liberalism. Imtiaz responds to the predicament of being a Muslim in modern Britain. Beginning with a raw and unedited response to the terrorist attacks of 9/11 and ending with Obamas election, these pieces cover the numerous facets of the debate that surrounds British Muslims today. The book sets out a narrative for these years and a response that argues that British Muslims should move away from identity politics towards Islamic humanism.  'S.M. Atif Imtiaz has worked in Equalities for the National Health Service, holds a doctorate in social psychology from the London School of Economics, and is a longstanding community activist.   ""Imtiaz is telling us to wake up to some tough global realities. Islam matters, more than anything else. Not just because it offers the most compelling and widely-followed alternative to turbo-capitalism, but because it does so on the basis of monotheism, historys most powerful idea. In these essays, spanning British and global Islamic issues of burning moment, Imtiaz reminds us that God has not gone away.""- Abdal Hakim Murad, Dean, Cambridge Muslim College.  ""From student radicalism in the nineties to Muslims at the centre of a national security policy in the 2000s, Atif Imtiazs generation has had to confront issues of identity, belonging, loyalty, commitment and their faith in much harsher, more polaraised terms than most. A careful thinker, drawing inspiration from many different sources including, of course, his Islamic faith, Imtiaz is one of those who is exploring and articulating what a twenty first Western expression of his religion might mean."" Madeleine Bunting, associate editor and columnist, <em>The Guardian",,Books->Children->Contemporary Fiction,10,3.75,3.75,3.75,0.12,,,,9.78185E+12,9781847740243.jpg,Paperback|S. M Atif Imtiaz|2011|184|Kube Publishing ,non-taxable,zero-rate
Economic Functions of an Islamic State (The Early Experience),Presents a thoroughly researched and systematic exposition on the institution of the Bayt al-Mal in early Islam and the role of the state in the economic field. ,,Books->Children->Contemporary Fiction,10,2.95,2.95,2.95,0.1,,,,9.78086E+12,9780860372011.jpg,Hardback|S.M Hasanuz Zaman|1991|392|The Islamic Foundation,non-taxable,zero-rate
Economic Functions of an Islamic State (The Early Experience) (Paperback),Presents a thoroughly researched and systematic exposition on the institution of the Bayt al-Mal in early Islam and the role of the state in the economic field. ,,Books->Children->Poetry & Anthologies,10,2.95,2.95,2.95,0.13,,,,9.78086E+12,9780860372028.jpg,Paperback|S.M Hasanuz Zaman|1991|392|The Islamic Foundation,non-taxable,zero-rate
The Path to Wisdom: Guidance for Humanity,"This book urges the reader to reflect upon his/her inner and outer existence and live a more aware and meaningful life, through focusing on the relationship we have with our conscience. Path to Wisdom encourages a balanced development of the individual.",,Books->Hadith & Seerah,10,6.95,6.95,6.95,0.32,,,,9.78086E+12,9780860375753.jpg,Paperback|Saida Roussa|2006|192|The Islamic Foundation,non-taxable,zero-rate
We're Off to Make Umrah,"Salam, my dear friends,I hope you are all well. If you've time to listen, I've something to tell, About the first mosque, A beautiful sight, Which we face when we pray, Where the nur shines bright...    Discover the joys of Umrah when a brother and sister travel with their parents to the city of Mecca and perform this sacred ritual for the very first time.  Colourful illustrations. Includes a poster and paper dolls for children to enact performing Umrah.",,Books->General,10,7.95,7.95,7.95,0.29,,,,9.78086E+12,9780860374589.jpg,Hardback|Sana Munshey|2011|32|The Islamic Foundation|3+,non-taxable,zero-rate
We're Off to Make Umrah,"Salam, my dear friends,I hope you are all well. If you've time to listen, I've something to tell, About the first mosque, A beautiful sight, Which we face when we pray, Where the nur shines bright...    Discover the joys of Umrah when a brother and sister travel with their parents to the city of Mecca and perform this sacred ritual for the very first time.  Colourful illustrations. Includes a poster and paper dolls for children to enact performing Umrah.",,Books->Contemporary Politics,10,5.95,5.95,5.95,0.29,,,,9.78086E+12,9780860374589.jpg,Hardback|Sana Munshey|2011|32|The Islamic Foundation|3+,non-taxable,zero-rate
Handbook for Hajj and Umrah,"An excellent practical and helpful guide book explaining the rites of Hajj and Umrah in a straightforward, concise and comprehensive manner. Contains helpful charts, maps and diagrams in full colour.",,Books->Economics,10,9.95,9.95,9.95,0.24,,,,9.78086E+12,9780860373407.jpg,Paperback|Sarwar Alam Raz|1999|94|The Islamic Foundation,non-taxable,zero-rate
Discover the Best in You! Life Coaching for Muslims,"Discover the Best in You! Gives you the skills and tools you need to enhance the quality of your life, and gives you the support you need to turn things around when you&rsquo;ve had a setback. Sayeda Habib introduces life coaching and provides exercises, explanations and case studies to help you develop a sense of hope in your life. Helpful advice given on how to create a life vision for yourself, learn about goal setting and address key area skills like self-care, organizing your time and your finances, communication, finding a better life balance, enhancing self-esteem and living a more empowered life. With examples from the Quran, the Hadith and the Prophets life, this easy-to-use guide shows the importance of life coaching and self-development in a Muslims life.",,Books->Economics,10,19.95,19.95,19.95,0.35,,,,9.78185E+12,9781847740250.jpg,Paperback|Sayeda Habib|2012|184|Kube Publishing ,non-taxable,zero-rate
Discover the Best in You! Life Coaching for Muslims ,"Discover the Best in You! Gives you the skills and tools you need to enhance the quality of your life, and gives you the support you need to turn things around when you&rsquo;ve had a setback. Sayeda Habib introduces life coaching and provides exercises, explanations and case studies to help you develop a sense of hope in your life. Helpful advice given on how to create a life vision for yourself, learn about goal setting and address key area skills like self-care, organizing your time and your finances, communication, finding a better life balance, enhancing self-esteem and living a more empowered life. With examples from the Quran, the Hadith and the Prophets life, this easy-to-use guide shows the importance of life coaching and self-development in a Muslims life.",,Books->Economics,10,2.95,2.95,2.95,0.12,,,,9.78185E+12,9781847740250.jpg,Paperback|Sayeda Habib|2012|184|Kube Publishing ,non-taxable,zero-rate
In the Shade of the Quran (set) INTERNATIONAL CUSTOMERS,"The Islamic Foundation is proud to announce the completion of this project, which has taken great time and effort to bring out.<br /><br />Sayyid Qutb (1906 - 1966). Literary critic, novelist, poet, Islamic thinker, and Egypt's most famous Islamic activist of the 20th century. - Encyclopedia of the Modern Islamic World.</p>",,Books->General,10,3.99,3.99,3.99,0.17,,,,,,Paperback|Sayyid Qutb|||The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran (set) UK CUSTOMERS ONLY,"The Islamic Foundation is proud to announce the completion of this project, which has taken great time and effort to bring out. Normal Price: £215. OFFER Price: £185 Plus Free Postage to UK customers.<br /><br />Sayyid Qutb (1906 - 1966). Literary critic, novelist, poet, Islamic thinker, and Egypts most famous Islamic activist of the 20th century. - Encyclopedia of the Modern Islamic World.<br /><br />Free Postage offer valid for UK Customers only</p>",,Books->General,10,6.99,6.99,6.99,0,,,,,,Paperback|Sayyid Qutb|||The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 1 ,"Surahs 1 & 2, Al-Fatiha and Al-Baqarah",,Books->General,10,4.99,4.99,4.99,0.18,,,,9.78086E+12,9780860373971.jpg,Paperback|Sayyid Qutb|2003|394|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 10,"Surahs 12 - 15, Yusuf - Al-Hijr",,Books->General,10,5.95,5.95,5.95,0.17,,,,9.78086E+12,9780860373896.jpg,Hardback|Sayyid Qutb|2004|384|The Islamic Foundation,non-taxable,zero-rate
In the Shade Of The Quran Volume 10 ,"Surahs 12 - 15, Yusuf - Al-Hijr",,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.1,,,,9.78086E+12,9780860373940.jpg,Paperback|Sayyid Qutb|2004|384|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 11 ,"Surah 16 -20,  Al-Nahl, Al-Isra, Al-Kahf, Maryam and Ta Ha",,Books->Comparative Religion,10,5.95,5.95,5.95,0.23,,,,9.78086E+12,9780860374206.jpg,Paperback|Sayyid Qutb|2005|488|The Islamic Foundation,non-taxable,zero-rate
In the Shade Of The Quran Volume 11 ,"Surah 16 -20,  Al-Nahl, Al-Isra, Al-Kahf, Maryam and Ta Ha",,Books->Hadith & Seerah,10,7.95,7.95,7.95,0.31,,,,9.78086E+12,9780860374251.jpg,Hardback|Sayyid Qutb|2005|488|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 12 ,Surahs 21-25: Al-Anbiya  -  Al-Furqan,,Books->Children->The Prophet's Biography,10,2.25,2.25,2.25,0.07,,,,9.78086E+12,9780860375005.jpg,Paperback|Sayyid Qutb|2006|476|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 12 ,Surahs 21-25: Al-Anbiya  -  Al-Furqan,,Books->General,10,6.95,6.95,6.95,0.39,,,,9.78086E+12,9780860375050.jpg,Hardback|Sayyid Qutb|2006|476|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 13 ,Surahs 26-32: Al-Shuara  -  Al-Sajdah,,Books->Children->Fiction - Read Aloud,10,3.95,3.95,3.95,0.25,,,,9.78086E+12,9780860375555.jpg,Paperback|Sayyid Qutb|2007|504|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 13 ,Surahs 26-32: Al-Shuara  -  Al-Sajdah,,Books->Children->Young Adults (12+),10,2.25,2.25,2.25,0.08,,,,9.78086E+12,9780860375500.jpg,Hardback|Sayyid Qutb|2007|504|The Islamic Foundation,non-taxable,zero-rate
In the shade of the Quran Volume 14 ,Surahs 33-39: Al-Ahzab - Al-Zumar ,,Books->Children->General Islamic Studies,10,2.25,2.25,2.25,0.1,,,,9.78086E+12,9780860374268.jpg,Paperback|Sayyid Qutb|2007|496|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 14 ,Surahs 33-39: Al-Ahzab - Al-Zumar ,,Books->Children->General Islamic Studies,10,2.25,2.25,2.25,0.11,,,,9.78086E+12,9780860374312.jpg,Hardback|Sayyid Qutb|2007|496|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 15 ,"Surahs 40-47, Ghafir - Muhammad",,Books->Children->Contemporary Fiction,10,3.95,3.95,3.95,0.22,,,,9.78086E+12,9780860374763.jpg,Paperback|Sayyid Qutb|2008|464|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 15 ,"Surahs 40-47, Ghafir - Muhammad",,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.15,,,,9.78086E+12,9780860374817.jpg,Hardback|Sayyid Qutb|2008|464|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 16 ,"Surahs 48-61, Al-Fath - Al-Saff",,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.08,,,,9.78086E+12,9780860374022.jpg,Hardback|Sayyid Qutb|2009|512|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 16 ,"Surahs 48-61, Al-Fath - Al-Saff",,Books->General,10,3.95,3.95,3.95,0.14,,,,9.78086E+12,9780860374077.jpg,Paperback|Sayyid Qutb|2009|512|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 17 ,"Surah 62 - 77,  Al-Jumah to Al-Mursalat",,Books->Children->Contemporary Fiction,10,2.99,2.99,2.99,0,,,,9.78086E+12,9780860374176.jpg,Paperback|Sayyid Qutb|2009|444|The Islamic Foundation,non-taxable,zero-rate
In the Shade of the Quran Volume 17 ,"Surah 62 - 77,  Al-Jumah to Al-Mursalat",,Books->General,10,4.95,4.95,4.95,0.2,,,,9.78086E+12,9780860374121.jpg,Hardback|Sayyid Qutb|2009|444|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 18 ,Surahs 78 - 114 Juz Amma,,Books->Hadith & Seerah,10,7.95,7.95,7.95,0.35,,,,9.78086E+12,9780860373742.jpg,Hardback|Sayyid Qutb|2004|428|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 18 ,Surahs 78 - 114 Juz Amma,,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.11,,,,9.78086E+12,9780860373698.jpg,Paperback|Sayyid Qutb|2004|428|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 2,"Surah  3,  Al-Imran",,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.08,,,,9.78086E+12,9780860373650.jpg,Hardback|Sayyid Qutb|2000|376|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 2 ,"Surah  3,  Al-Imran",,Books->Children->Contemporary Fiction,10,3.95,3.95,3.95,0.21,,,,9.78086E+12,9780860373704.jpg,Paperback|Sayyid Qutb|2000|376|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 3 ,"Surah 4, An-Nisa",,Books->Children->Information Books,10,6.95,6.95,6.95,0.31,,,,9.78086E+12,9780860373216.jpg,Hardback|Sayyid Qutb|2001|376|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 3 ,"Surah 4, An-Nisa",,Books->Women & Family,10,6.95,6.95,6.95,0.31,,,,9.78086E+12,9780860373162.jpg,Paperback|Sayyid Qutb|2001|376|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 4,"Surah 5, Al-Maidah",,Books->History,10,29.99,29.99,29.99,1.07,,,,9.78086E+12,9780860373513.jpg,Hardback|Sayyid Qutb|2001|320|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 4 ,"Surah 5, Al-Maidah",,Books->History,10,16.99,16.99,16.99,0,,,,9.78086E+12,9780860373469.jpg,Paperback|Sayyid Qutb|2001|320|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 5 ,"Surah 6, Al-An'am",,Books->Children->Contemporary Fiction,10,3.99,3.99,3.99,0.35,,,,9.78086E+12,9780860373025.jpg,Hardback|Sayyid Qutb|2002|400|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 5 ,"Surah 6, Al-An'am",,Games & Posters->,10,1.914,1.914,1.914,0.27,,,,9.78086E+12,9780860373070.jpg,Paperback|Sayyid Qutb|2002|400|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 6 ,"Surah 7, Al-A'raf",,Books->General,10,7.95,7.95,7.95,0.38,,,,9.78086E+12,9780860373773.jpg,Hardback|Sayyid Qutb|2002|352|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 6 ,"Surah 7, Al-A'raf",,Books->Children->Fiction - Read Aloud,10,3.95,3.95,3.95,0.29,,,,9.78086E+12,9780860373827.jpg,Paperback|Sayyid Qutb|2002|352|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 7 ,"Surah 8, Al-Anfal",,Books->Hadith & Seerah,10,15.95,15.95,15.95,0.6,,,,9.78086E+12,9780860373186.jpg,Hardback|Sayyid Qutb|2003|240|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 7 ,"Surah 8, Al-Anfal",,Books->Hadith & Seerah,10,7.95,7.95,7.95,0.33,,,,9.78086E+12,9780860373230.jpg,Paperback|Sayyid Qutb|2003|240|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 8 ,"Surah 9, At-Tawbah",,Books->The Quran,10,5.95,5.95,5.95,0.31,,,,9.78086E+12,9780860373636.jpg,Hardback|Sayyid Qutb|2003|344|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 8 ,"Surah 9, At-Tawbah",,Books->The Quran,10,7.95,7.95,7.95,0.46,,,,9.78086E+12,9780860373681.jpg,Paperback|Sayyid Qutb|2003|344|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 9 ,"Surah 10 & 11, Yunus and Hud",,Books->Children->Quran & Hadith,10,5.99,5.99,5.99,0.27,,,,9.78086E+12,9780860373292.jpg,Hardback|Sayyid Qutb|2004|362|The Islamic Foundation,non-taxable,zero-rate
In The Shade Of The Quran Volume 9 ,"Surah 10 & 11, Yunus and Hud",,Books->The Quran,10,5.99,5.99,5.99,0.27,,,,9.78086E+12,9780860373292.jpg,Paperback|Sayyid Qutb|2004|362|The Islamic Foundation,non-taxable,zero-rate
Umar and the Bully,"Winner of the first International Islamic Story-Writing Competition. A moving, colour-illustrated story about a boy who is bullied at school and who eventually confides in a friend. Through courage and a sense of justice, the bully is confronted and reported to the teachers. Teaches young children to be brave but kind, and to trust in God and ask only Him for protection from everything that is harmful, 25 full-colour illustrations.",,Books->The Quran,10,8.95,8.95,8.95,0.44,,,,9.78086E+12,9780860372967.jpg,Paperback|Shabana Mir|1998|48|The Islamic Foundation|8+,non-taxable,zero-rate
A Drop of Mercy (Book & Poster),"A Drop of Mercy: The Water Cycle draws the attention of young inquisitive minds to one of the great blessings of Allah; Water which has numerous uses for us. It traces in a simple and easy to understand language scientific information, the journey of Water; how it originates and passes through several phases before it reaches us for meeting our needs. The book includes some recommended activities which are beneficial for class situations. It is also accompanied by a WALL POSTER designed to show the water cycle in greater detail. Includes 17 colour illustrations.",,Books->Children->Islamic History-True Stories,10,3.95,3.95,3.95,0.25,,,,9.78086E+12,9780860373834.jpg,Hardback|Shahbatun Abu Bakar | Nordin Endut|2004|32|The Islamic Foundation|5+,non-taxable,zero-rate
Copts and Muslims in Egypt: A Study on Harmony and Hostility,Looks at the past experience and the peaceful co-existence of the two communities. Highlights the Copt position under Muslim rulers and how Muslims and Copts view the situation differently. ,,Books->Children->Contemporary Fiction,10,4.99,4.99,4.99,0.35,,,,9.78086E+12,9780860372073.jpg,Paperback|Sohirin Mohammad Solihin|1991|120|The Islamic Foundation,non-taxable,zero-rate
Dr Hany El Banna: A Servant to the World's Poorest People,"Dr Hany El Banna, the founder of Islamic Relief Worldwide, is a tireless  humanitarian activist working for the world's poorest people. Follow  his footsteps as he moves to the UK as a young doctor, only to become  the president of a global humanitarian relief organisation. From  underground tunnels in war-torn Bosnia to the cyclone ravished villages  of Bangladesh, find out what drove Dr El Banna to people in need. The  story of his efforts to establish Islamic Relief around the world is at  once a warm, inspiring and occasionally eccentric tale of humanity.  This is the first part in the 'Muslims in the Modern World'. This series brings together the lives and personalities of  a range of influential and fascinating Muslim figures. They are filled  with rare images, illustrated maps and personal anecdotes giving the  reader a unique viewpoint into their lives. The short biographies will  inspire young readers and introduce them to a set of unique and  captivating role models in the modern world.",,Books->General,10,5.99,5.99,5.99,0.35,,,,9.78185E+12,9781847740267.jpg,Paperback|Suma Din|2011|120|The Islamic Foundation|12+,non-taxable,zero-rate
Turning The Tide,"In Turning the Tide, Suma Din takes the reader on a journey through the stages of life, from the inception of the soul to the end of life on earth. Words of wisdom and guidance from the Quran and sayings of the Prophet Muhammad (pbuh) inspire the reader to reawaken her heart and soul. With many insights about contemporary life running thoughout the book, this voyage is one of contemplation, discovery and self-knowledge.",,Books->Hadith & Seerah,10,8.99,8.99,8.99,0.34,,,,9.78086E+12,9780860373995.jpg,Paperback -slipcase|Suma Din|2005|192|The Islamic Foundation,non-taxable,zero-rate
Adventures in the Nile Valley,"During a young British Muslim boy's second visit to Egypt he discovers the wonders of the pyramids, Al-Azhar and other attractions. Full-colour illustrations.",,Books->Children->Islamic History-True Stories,10,2.25,2.25,2.25,0.07,,,,9.78086E+12,9780860372424.jpg,Paperback|Susan Omar|1994|80|The Islamic Foundation|8+,non-taxable,zero-rate
New Friends New Places,An account of a young British Muslim boy's adventures during his visit to a family farm in Egypt while on summer holiday.,,Books->General,10,9.95,9.95,9.95,0.41,,,,9.78086E+12,9780860372271.jpg,Paperback|Susan Omar|1993|64|The Islamic Foundation|8+,non-taxable,zero-rate
The Quran: Basic Teachings,"An anthology of selections from the Quran in contemporary English on topics ranging from Tawhid to politics, economics and the mission of the Ummah.This book  presents the basic ideas of the Quran in a clear, systematic way for the general reader.",,Books->The Quran,10,9.95,9.95,9.95,0.61,,,,9.78086E+12,9780860372226.jpg,"Paperback|T.B Irving, Khurshid Ahmad | M. Manazir Ahsan|1992|438|The Islamic Foundation",non-taxable,zero-rate
To Be A European Muslim,"Addresses some of the fundamental issues born of the several million strong Muslim presence in Europe in our times. Based on a thorough study of Islamic sources, it seeks to answer basic questions about a European Muslim's social, political, cultural and legal life as a practising Muslim while living together in multi-faith, pluralistic European nation states...…the first generation of European Muslims, those who have grown up in western Europe, are asking fundamental questions about Islam….What has not been done systematically before in the contemporary European context has been to explore the resources of the mainstream tradition and their usefulness in this new environment… Now Dr. Ramadan has provided us with the first major attempt to apply this process to the situation of Muslims in Europe..Professor J. S. Neilsen, Director, Centre for the Study of Islam and Christian-Muslim Relations, University of Birmingham, U.K",,Books->The Quran,10,10.95,10.95,10.95,0.6,,,,9.78086E+12,9780860373001.jpg,Paperback|Tariq Ramadan|1999|273|The Islamic Foundation,non-taxable,zero-rate
An Islamic Game of Snakes & Ladders for Children (Revised 2011),"This game is suitable for children over five years of age. It teaches children the difference between right and wrong, and that they gain rewards for doing good deeds. Please note the board is made from gloss laminated card and comes in a tube with dice and counters. 2 - 6 players",,Books->The Quran,10,17.95,17.95,17.95,0.69,,,,,,Game|The Islamic Foundation|2011|1|The Islamic Foundation|5+,non-taxable,zero-rate
Islamic Manners Activity Book,"Learn a selection of Arabic prayers and expressions while having fun! 60+ pages of imaginative activities, puzzles, word searches, colouring pages, dot-to-dots and matching cards that will occupy and entertain children for hours.",,Books->The Quran,10,10.95,10.95,10.95,0.56,,,,9.78086E+12,9780860374633.jpg,Paperback|The Islamic Foundation|2011|60|The Islamic Foundation|5+,non-taxable,zero-rate
